citation_key,title,year,decision,criterion,reason,reviewer,timestamp
ShreyasPangavhane2024,AI-Augmented Software Development: Boosting Efficiency and Quality,2024,exclude,E2,"Texto completo descreve beneficios de ferramentas AI-augmented e assistentes de codigo, mas nao define workflow proprio, artefatos persistentes, papeis ou validacao propria.",screening-logger,2026-05-28T12:19:18Z
KRRaghi2024,Software Development Automation Using Generative AI,2024,include,I1,"Texto completo apresenta abordagem multi-etapa para automacao do SDLC com LLMs e LangChain, cobrindo planejamento, requisitos, codigo, testes e deployment.",screening-logger,2026-05-28T12:19:18Z
DanielRusso2024,Navigating the Complexity of Generative AI Adoption in Software Engineering,2024,include,I1,"Texto completo propoe e valida o Human-AI Collaboration and Adaptation Framework para adocao de IA generativa em engenharia de software, incluindo fatores de workflow e estrategias organizacionais.",screening-logger,2026-05-28T12:19:18Z
YuntongZhang2024,AutoCodeRover: Autonomous Program Improvement,2024,include,I1,"Texto completo apresenta AutoCodeRover como framework de program improvement com agentes de recuperacao de contexto e geracao de patch, busca estrutural no codigo, uso opcional de testes e validacao de patches.",screening-logger,2026-05-28T13:36:00Z
ZeeshanRasheed2024,Codepori: Large-Scale System for Autonomous Software Development Using Multi-Agent Technology,2024,include,I1,"Texto completo apresenta CodePori como sistema multiagente para desenvolvimento autonomo de software em larga escala, com agentes de gerencia, arquitetura, estrutura, desenvolvimento, verificacao e finalizacao.",screening-logger,2026-05-28T13:36:00Z
HuanZhang2024,A Pair Programming Framework for Code Generation via Multi-Plan Exploration and Feedback-Driven Refinement,2024,exclude,E3,"Texto completo apresenta PairCoder como framework agentico para code generation, mas o escopo permanece restrito a uma tarefa isolada de geracao de codigo avaliada em benchmarks, sem processo amplo de desenvolvimento.",screening-logger,2026-05-28T13:36:00Z
SaiZhang2025,Empowering Agile-Based Generative Software Development through Human-AI Teamwork,2025,include,I1,"Texto completo apresenta AgileGen como framework agile de desenvolvimento generativo humano-IA, com criterios de aceitacao em Gherkin, artefatos de requisitos, decisao humana, memoria e iteracao ate validacao.",screening-logger,2026-05-28T13:36:00Z
pekzkaya2023,The Next Frontier in Software Development: AI-Augmented Software Development Processes,2023,exclude,E7,"Texto completo e um comentario editorial sobre processos de desenvolvimento aumentados por IA, sem especificar framework, metodo operacional, papeis, artefatos ou validacao extraiveis.",screening-logger,2026-05-28T13:36:00Z
ChenQian2023,ChatDev: Communicative Agents for Software Development,2023,include,I1,"Texto completo apresenta ChatDev como framework de desenvolvimento de software com agentes especializados, chat chain, design, coding, testing, comunicacao multi-turn e mecanismo de communicative dehallucination.",screening-logger,2026-05-28T14:02:00Z
SiruiHong2023,MetaGPT: Meta Programming for A Multi-Agent Collaborative Framework,2023,include,I1,"Texto completo apresenta MetaGPT como framework multiagente que codifica SOPs, papeis e workflows de engenharia de software, produzindo PRDs, artefatos de design, especificacoes de interface e validacao por testes.",screening-logger,2026-05-28T14:02:00Z
YuCheng2023,Prompt Sapper: A LLM-Empowered Production Tool for Building AI Chains,2023,include,I1,"Texto completo apresenta Prompt Sapper como metodologia e IDE para AI chain engineering, com requisitos, composicao de workers, papeis, prompts, design, implementacao, testing e gerenciamento de artefatos.",screening-logger,2026-05-28T14:02:00Z
